times,angle_sun,angle_mercury,angle_venus,angle_mars,angle_jupiter,angle_saturn,angle_uranus,dist_sun,dist_mercury,dist_venus,dist_mars,dist_jupiter,dist_saturn,dist_uranus
110592000,0.1656477958,0.4630699291,-0.6657702161,-0.5239443246,1.5631071176,0.6324304635,0.235409521,145657273973.405,181334351882.398,108858808520.045,334327709879.537,788221567650.507,1620383601655.96,3145899369463.97
111456000,0.3454687262,0.6976960782,-0.4727127435,-0.4114054419,1.5849079619,0.6522218875,0.2455087854,145784366197.641,150112285212.813,119532028524.817,326167241839.827,811099748564.764,1629845849319.28,3145562901278.93
112320000,0.5248701633,0.7899013757,-0.2738413392,-0.3005911212,1.6107390351,0.6726800085,0.2554777454,145997018882.595,113199280437.593,130115587904.179,317191518890.551,832784448040.612,1635532448396.12,3140948755275.31
113184000,0.703652169,0.6192413055,-0.0708030993,-0.19164275,1.6400415536,0.6934578434,0.2650991918,146288189786.129,97335471290.8081,140571883718.391,307434152682.738,852804467621.86,1637326576907.11,3132197522037.69
114048000,0.8816381068,0.510170233,0.1352100235,-0.0847221255,1.6722712137,0.7142118291,0.2741641524,146648332957.985,114727517099.38,150868413741.301,296938186147.381,870761859823.456,1635207080329.03,3119566667301.61
114912000,1.0586805358,0.6072329057,0.3433241655,0.0199826972,1.7069102535,0.7346040775,0.2824761663,147065793205.685,141307121607.714,160973352138.03,285755256092.096,886330163362.301,1629245632837.01,3103422125852.77
115776000,1.2346654976,0.80274723,0.5528956897,0.1222492983,1.74347295,0.754304125,0.2898554788,147527263185.237,164900474161.991,170852668702.355,273944757054.021,899251096780.043,1619602526473.54,3084227247416.18
116640000,1.4095151251,1.0440983043,0.7634526391,0.2218098586,1.7815066173,0.7729905025,0.2961431966,148018283330.837,183467043483.865,180468337163.958,261573135629.072,909330316881.928,1606521479808.07,3062529574298.05
117504000,1.5831886813,1.3167552166,0.974654263,0.3183363216,1.8205896202,0.7903524909,0.3012054288,148523752849.919,196798213980.945,189777399188.651,248713442913.532,916432706647.159,1590323812674.84,3038945889005.68
118368000,1.7556820781,1.6199897462,1.1862613189,0.4114205875,1.86032743,0.8060924621,0.3049374011,149028428026.429,203853274021.813,198731678873.402,235445304203.284,920477559336.522,1571402263032.39,3014145919305.58
119232000,1.9270262784,1.9552192941,1.3981138342,0.5005482896,1.9003474483,0.8199292618,0.3072674826,149517389148.463,201082920936.627,207278178890.636,221855448238.911,921433974805.696,1550214566620.03,2988834963402.02
120096000,2.0972846708,2.304911916,1.6101132506,0.5850642398,1.9402930296,0.8316030932,0.3081609766,149976460105.339,182399682163.241,215359936167.023,208039019771.137,919316711979.454,1527276783975.36,2963735668103.53
120960000,2.2665498052,2.6033610548,1.8222081397,0.6641274623,1.979817023,0.8408823638,0.3076234492,150392573674.281,148722419645.995,222917388260.836,194101917305.529,914182714744.601,1503156144349.39,2939569111965.92
121824000,2.4349396283,2.7770292751,2.0343823626,0.7366539701,2.018575027,0.8475728511,0.3057032719,150754082606.811,114019325550.715,229890111381.563,180164516926.33,906128475127.212,1478463003450.66,2917035390115.32
122688000,2.6025935062,2.7950403121,2.2466453834,0.8012473371,2.0562185365,0.8515293467,0.3024929912,151051019330.538,90081347814.2847,236218866152.432,166367245577.347,895288364606.419,1453841330798.11,2896793959522.12
123552000,2.7696681478,2.6999742216,2.4590243799,0.8561229727,2.09238817,0.8526695679,0.2981291087,151275298047.427,82582257748.4432,241847828640.542,152878580786.055,881834028109.853,1429957036105.51,2879444142597.94
124416000,2.9363334883,2.6352059892,2.6715579784,0.8990469483,2.1267072543,0.8509895813,0.2927898944,151420868101.613,91516383706.52,246726889520.924,139906014417.168,865974898635.07,1407483434165.82,2865506347215.54
125280000,3.1027685899,2.692773871,2.884291427,0.9273435665,2.1587762023,0.8465792572,0.286690974,151483822892.328,111992079420.814,250813845104.38,127709983510.258,847959844494.319,1387083308233.31,2855404727921.85
126144000,-3.0140277178,2.8657326187,3.0972730039,0.9380894653,2.1881683873,0.8396354935,0.2800786224,151462467549.291,139372987641.782,254076328367.259,116618899950.273,828079900261.963,1369387403339.19,2849452128649.36
127008000,-2.8474996416,3.1324206394,-2.9726339907,0.9287013784,2.2144286157,0.8304703046,0.2732209559,151357349525.58,169282457514.787,256493316397.739,107038760111.965,806671939251.104,1354969791921.85,2847838181676.51
127872000,-2.6806502538,-2.8088175638,-2.7590117462,0.8981534379,2.2370758572,0.8195106727,0.2663974737,151171251713.015,192945386687.578,258056055120.136,99442320821.7412,784122980968.117,1344321347352.48,2850621363293.85
128736000,-2.5133043201,-2.4392459549,-2.5450014358,0.8487637748,2.255612586,0.8072876471,0.2598876457,150909148221.716,199599009421.822,258768327419.154,94314699718.2862,760874605876.679,1337823410049.94,2857725612377.53
129600000,-2.3452976872,-2.0974734586,-2.3305632323,0.7875993933,2.2695438579,0.7944136406,0.2539593737,150578115299.284,190761397870.4,258646019377.521,92041803451.1676,737426554584.856,1335724364353.32,2868941836143.2
130464000,-2.1764814578,-1.800321431,-2.115663124,0.7257330259,2.2784097876,0.7815491158,0.2488581859,150187204367.617,174310954324.973,257716002527.584,92775259647.6969,714338103685.56,1338122053894.71,2883934295732.22
131328000,-2.0067261468,-1.5487574434,-1.9002747475,0.674765457,2.2818348974,0.7693622291,0.2447979161,149747269099.487,154445914026.14,256014414289.768,96361455416.5842,692225167130.44,1344954524031.65,2902251541669.83
132192000,-1.8359257871,-1.3517523392,-1.6843817509,0.6429331338,2.2795959464,0.7584867597,0.2419534164,149270737654.697,132661417606.322,253584485236.713,102395117312.716,671750450531.008,1356000540044.19,2923341305924.2
133056000,-1.6640018364,-1.2415940477,-1.4679805419,0.6336293486,2.2717051958,0.7494841062,0.2404555923,148771326475.823,110604772832.926,250474040451.356,110354101206.45,653603667032.015,1370889931971.38,2946568595146.15
133920000,-1.4909068009,-1.284017665,-1.2510838462,0.6464411619,2.258498027,0.742814134,0.240388793,148263697519.698,94323903473.9198,246732899784.741,119723024650.264,638469361784.887,1389122424970.77,2971236138061.43
134784000,-1.3166272134,-1.4537641849,-1.033724251,0.6789751345,2.2407035302,0.7388175478,0.2417903721,147763056578.502,99169249235.1681,242410307412.829,130059015683.067,626981849774.458,1410092652862.71,2996606383714.71
135648000,-1.1411858401,-1.4623884296,-0.8159582537,0.7282465313,2.2194688658,0.7377100872,0.2446520959,147284701898.078,132045181979.318,237552579151.202,141007975091.876,619670544314.097,1433118631590.26,3021924268904.33
136512000,-0.9646427398,-1.2463892256,-0.5978701304,0.7914053314,2.1963102716,0.7395868505,0.2489230045,146843533805.132,170878935738.987,232201098628.008,152296054903.727,616903725458.207,1457471156455.65,3046440078700.41
137376000,-0.787094927,-0.9542910477,-0.3795756535,0.866006089,2.1729814709,0.7444339379,0.2545133303,146453538123.027,197372328492.47,226390778047.637,163713957479.589,618842567349.784,1482402111983.83,3069431771788.61
138240000,-0.608674493,-0.6591253296,-0.1612254753,0.950048383,2.1512803644,0.7521443484,0.2612991211,146127268230.071,210838167622.24,220149063223.01,175102063222.903,625417250161.716,1507170351103.82,3090226186757.83
139104000,-0.4295450815,-0.3741401924,0.0569917289,1.0419267718,2.1328420249,0.762535457,0.2691272778,145875360566.225,214442181077.271,213495544149.621,186338752430.962,636331954972.974,1531064398288.01,3108218560037.79
139968000,-0.2498966763,-0.0974264664,0.2748463539,1.1403571226,2.1189725763,0.7753660981,0.2778207859,145706107450.795,209818015002.582,206442179358.781,197331942772.778,651097270120.958,1553421680463.16,3122889807822.4
140832000,-0.0699389429,0.17369274,0.4920645992,1.2443062836,2.1105599644,0.7903520231,0.2871839808,145625111983.569,196930088946.231,198994135121.211,208013146618.593,669081114651.844,1573644245026.61,3133821044188.2
141696000,0.1101066089,0.4341310093,0.7083244544,1.3529335483,2.1080665076,0.8071791206,0.2970077378,145635050367.591,174466373478.706,191151176707.242,218333303102.323,689566129504.975,1591211075245.47,3140704886003.75
142560000,0.2900151494,0.6466779949,0.9232497927,1.4655448229,2.1115828574,0.8255142278,0.3070745124,145735558880.122,141472658503.788,182909573967.299,228259757516.85,711803039583.932,1605687163667.96,3143353197518.68
143424000,0.4695672924,0.6793055587,1.1364012974,1.5815578557,2.1209132894,0.845013643,0.3171631917,145923250479.834,106707451636.011,174264357083.258,237773937001.787,735053701937.546,1616729553290.37,3141701084290.24
144288000,0.6485574371,0.4795204724,1.3472617407,1.7004762458,2.1356661301,0.8653295747,0.3270537332,146191866202.348,99687574315.9682,165211920628.604,246869392488.681,758621826757.098,1624090587838.2,3135807127694.83
145152000,0.8268013352,0.4260389155,1.5552126999,1.8218701991,2.155332999,0.8861148491,0.3365316018,146532549638.034,122242166219.672,155752791637.201,255550014744.748,781872323421.201,1627618685324.62,3125850032951.3
146016000,1.0041423947,0.5585878959,1.7594973996,1.9453623265,2.1793500847,0.9070261965,0.3453920267,146934215885.118,149307935011.604,145894592592.362,263828294317.061,804241550323.242,1627256996338.61,3112122018578.28
146880000,1.180456418,0.770388529,1.9591615846,2.0706172014,2.2071410537,0.927726455,0.3534441253,147383992444.964,171953504907.826,135655258417.776,271723571717.431,825240991305.238,1623040369280.99,3095019384718.62
147744000,1.3556546929,1.0204672076,2.1529591598,2.1973337077,2.2381443487,0.9478860308,0.360514947,147867710701.745,189081744581.671,125066749621.062,279260271362.943,844456546328.245,1615091071453.53,3075030745021.49
148608000,1.5296854692,1.2989778816,2.339200163,2.3252394757,2.271828572,0.96718397,0.3664534888,148370414924.863,200570664142.765,114179806854.801,286466139190.599,861545118472.683,1603613696913.55,3052723386313.76
149472000,1.7025338735,1.6068044658,2.5155032482,2.4540868377,2.3076993999,0.9853090152,0.3711347117,148876865296.6,205135331453.945,103070966889.224,293370513292.173,876229702567.02,1588889649876.99,3028728171654.82
150336000,1.8742206436,1.9443266865,2.6783899867,2.5836499848,2.3453008211,1.0019610743,0.3744635485,149372013376.53,198808774409.327,91853880248.98,300002683548.873,888293837090.167,1571271476473.14,3003723275319.49
151200000,2.0447997411,2.2871572276,2.8226244798,2.7137229499,2.3842127116,1.0168535381,0.3763788226,149841433406.686,175906393919.648,80699383854.6888,306390358762.789,897575976029.417,1551177209259.87,2978416991344.98
152064000,2.2143552739,2.560487783,2.9401999868,2.8441182604,2.4240461701,1.0297169483,0.3768569208,150271700961.816,140044828880.135,69872135594.44,312558293508.305,903964196145.397,1529084699161.87,2953529736948.62
152928000,2.3829978526,2.6911556498,3.0191136506,2.9746660314,2.4644375186,1.0403045,0.375914963,150650718137.029,106522434739.547,59797190330.8111,318527086290.968,907391497282.156,1505525745900.79,2929775388759.86
153792000,2.5508607092,2.6607241583,3.0433989502,3.1052133644,2.5050415514,1.0483998348,0.3736131261,150967985056.659,86505509568.3376,51167342123.5413,324312170415.868,907831886912.097,1481079632401.9,2907842105323.07
154656000,2.7180956911,2.5546878996,3.000073563,-3.0475613995,2.5455243749,1.0538274429,0.3700557143,151214814284.148,84323618387.7753,45042378816.6684,329923005240.018,905297376579.74,1456365490428.56,2888372900893
155520000,2.8848692438,2.5256650776,2.9009760867,-2.9174078383,2.5855560456,1.0564657219,0.3653905529,151384505450.803,97350734450.3658,42675362710.3639,335362477728.014,899835984042.827,1432032766015.28,2871946378236.65
156384000,3.0513583062,2.6233047837,2.7985976912,-2.7876157908,2.6248031208,1.0562622854,0.3598063403,151472491436.241,119821751370.399,44741201907.9777,340626504462.59,891530808613.732,1408749001090.75,2859058225016.44
157248000,-3.0654392304,2.8253564761,2.7481929073,-2.6582747992,2.6629212248,1.0532504443,0.3535277255,151476436567.7,147573030154.055,50695664367.316,345703806536.516,880500211975.498,1387184198818.13,2850104246820.32
158112000,-2.8989675071,3.1125877035,2.7653561905,-2.5294602308,2.6995477993,1.0475649595,0.3468080854,151396260452.531,176122052750.111,59315124365.5181,350575835571.92,866899105746.274,1367991288649.25,2845365825144.16
158976000,-2.7322285264,-2.8169115196,2.8383106954,-2.4012342289,2.734295341,1.0394543566,0.3399202458,151234114458.799,196044709438.539,69510388728.8727,355216876009.416,850921353344.844,1351782697786.88,2844998682087.69
159840000,-2.5650448412,-2.4477230635,2.9509313679,-2.2736468996,2.7667456134,1.0292865543,0.3331456675,150994337989.498,198040741029.266,80553258420.0536,359594332956.185,832803271009.988,1339103812613.35,2849025746995.08
160704000,-2.3972488738,-2.1132237076,3.0908469613,-2.1467377456,2.7964456469,1.0175446075,0.3267628386,150683383016.316,185966065459.226,91990110008.0075,363669189339.455,812828120016.205,1330405025973.28,2857334723169.97
161568000,-2.2286870161,-1.8256963235,-3.0333972632,-2.0205373132,2.822906847,1.0048103721,0.3210357301,150309705189.197,167624942659.91,103532873424.902,367396625413.613,791331369532.985,1326014931277.67,2869680644686.1
162432000,-2.0592237446,-1.5870333781,-2.8608073713,-1.895069009,2.8456092039,0.9917358712,0.3162031756,149883608886.211,146690312414.014,114989725498.958,370726799833.139,768706326359.599,1326117774285.59,2885693367739.47
163296000,-1.8887457222,-1.4106846952,-2.6781025276,-1.770351035,2.8640134433,0.9790047154,0.3124698998,149417039341.017,124604477014.592,126226941827.893,373605795270.742,745409430810.095,1330738232423.8,2904889614933.91
164160000,-1.7171657639,-1.3369630446,-2.4876661687,-1.646398368,2.877584816,0.9672883254,0.3099997022,148923318039.09,103698458639.674,137148475167.453,375976726627.847,721964069894.718,1339735847421.31,2926688940650.72
165024000,-1.5444265517,-1.4259722891,-2.2911592775,-1.523224738,2.885832768,0.9572030811,0.3089110314,148416823142.758,91940490526.3822,147684838913.197,377781009025.666,698961167562.11,1352810092026.03,2950432811901.11
165888000,-1.3705038485,-1.5787216422,-2.0897824286,-1.400844512,2.888370179,0.9492742973,0.3092749321,147912611540.75,104610298062.794,157786816920.848,378959770641.709,677054084434.521,1369515488135.32,2975405950300.72
166752000,-1.1954089826,-1.5206370261,-1.8844376994,-1.2792744191,2.8849930787,0.9439112381,0.3111151426,147425988161.38,141410079324.237,167421579917.981,379455385566.716,656944744786.189,1389284824073.92,3000859083064.27
167616000,-1.0191903465,-1.2713825318,-1.6758303757,-1.1585350688,2.8757754379,0.9413948602,0.3144099905,146972031182.371,178438005472.309,176569883563.28,379213088831.566,639357792963.815,1411457694290.77,3026032303487.39
168480000,-0.8419335612,-0.9707356961,-1.4645333665,-1.038652173,2.8611633757,0.941877496,0.3190956805,146565080425.269,201631750201.469,185223694581.462,378182619947.189,625000622568.2,1435311434066.91,3050178326351.53
169344000,-0.6637601836,-0.6743884496,-1.2510283047,-0.91965746,2.842041394,0.9453919633,0.3250705752,146218214455.175,212223586306.075,193383838630.686,376319830020.511,614510037957.762,1460091880241.01,3072584961972.95
170208000,-0.4848247578,-0.3901765823,-1.0357317117,-0.801589268,2.8197367116,0.9518668325,0.332200118,145942747852.247,213399552914.717,201057534518.504,373588175806.575,608391091414.053,1485042056804.75,3092596179812.45
171072000,-0.3053101098,-0.1152905059,-0.8190112339,-0.6844928231,2.7959355893,0.9611446875,0.3403221102,145747772453.031,206534832826.043,208255831473.513,369960017915.898,606958957649.413,1509427600296.68,3109631166108.65
171936000,-0.1254210799,0.1520011085,-0.6011955078,-0.5684202866,2.7725119939,0.9730008468,0.3492521246,145639772917.691,191382443158.506,214990975106.547,365417649402.748,610297676721.124,1532558315413.67,3123200800761.27
172800000,0.0546230526,0.4025353356,-0.3825797837,-0.4534306595,2.7513047626,0.9871608141,0.3587888936,145622346139.333,166610893098.35,221273866696.971,359953993590.51,618247330933.101,1553805681767.78,3132921054528.96
173664000,0.2345970581,0.5848560917,-0.1634287445,-0.3395896764,2.7339036554,1.0033154843,0.3687195624,145696045092.374,132260207423.675,227111765797.725,353572928688.954,630423523287.245,1572616388426.36,3138522905570.42
174528000,0.4142785598,0.5475574633,0.0560221656,-0.2269698876,2.7215004757,1.0211337063,0.3788247327,145858356933.272,101567435178.287,232506329869.837,346289230552.455,646263361207.013,1588522106390.54,3139858513683.25
175392000,0.5934566579,0.3465457916,0.2755663016,-0.1156510974,2.714831756,1.0402721901,0.3888832596,146103821710.72,104255940705.372,237452167538.256,338128150890.711,665085492496.788,1601145818444.62,3136903582181.18
176256000,0.7719398252,0.3532047434,0.4950254958,-0.0057213956,2.7142044561,1.0603829715,0.3986767889,146424279878.55,130666013746.907,241935947867.512,329124684329.486,686150769443.918,1610205074434.64,3129756016198.74
